MONATSZAHL,AUSPRAEGUNG,JAHR,MONAT,WERT,VORJAHRESWERT,VERAEND_VORMONAT_PROZENT,VERAEND_VORJAHRESMONAT_PROZENT,ZWOELF_MONATE_MITTELWERT
Fluchtunf?le,Verletzte und Get?ete,2004,Summe,542,562,,-3.56,
Fluchtunf?le,Verletzte und Get?ete,2004,200401,33,21,-57.69,57.14,48
Fluchtunf?le,Verletzte und Get?ete,2004,200402,31,20,-6.06,55,49
Fluchtunf?le,Verletzte und Get?ete,2004,200403,20,44,-35.48,-54.55,47
Fluchtunf?le,Verletzte und Get?ete,2004,200404,39,30,95,30,48
Fluchtunf?le,Verletzte und Get?ete,2004,200405,41,56,5.13,-26.79,46
Fluchtunf?le,Verletzte und Get?ete,2004,200406,53,81,29.27,-34.57,44
Fluchtunf?le,Verletzte und Get?ete,2004,200407,83,35,56.6,137.14,48
Fluchtunf?le,Verletzte und Get?ete,2004,200408,48,41,-42.17,17.07,49
Fluchtunf?le,Verletzte und Get?ete,2004,200409,63,50,31.25,26,50
Fluchtunf?le,Verletzte und Get?ete,2004,200410,40,47,-36.51,-14.89,49
Fluchtunf?le,Verletzte und Get?ete,2004,200411,46,59,15,-22.03,48
Fluchtunf?le,Verletzte und Get?ete,2004,200412,45,78,-2.17,-42.31,45
Fluchtunf?le,Verletzte und Get?ete,2003,Summe,562,628,,-10.51,
Fluchtunf?le,Verletzte und Get?ete,2003,200301,21,36,-44.74,-41.67,51
Fluchtunf?le,Verletzte und Get?ete,2003,200302,20,33,-4.76,-39.39,50
Fluchtunf?le,Verletzte und Get?ete,2003,200303,44,39,120,12.82,50
Fluchtunf?le,Verletzte und Get?ete,2003,200304,30,37,-31.82,-18.92,50
Fluchtunf?le,Verletzte und Get?ete,2003,200305,56,73,86.67,-23.29,48
Fluchtunf?le,Verletzte und Get?ete,2003,200306,81,74,44.64,9.46,49
Fluchtunf?le,Verletzte und Get?ete,2003,200307,35,72,-56.79,-51.39,46
Fluchtunf?le,Verletzte und Get?ete,2003,200308,41,50,17.14,-18,45
Fluchtunf?le,Verletzte und Get?ete,2003,200309,50,77,21.95,-35.06,43
Fluchtunf?le,Verletzte und Get?ete,2003,200310,47,49,-6,-4.08,43
Fluchtunf?le,Verletzte und Get?ete,2003,200311,59,50,25.53,18,44
Fluchtunf?le,Verletzte und Get?ete,2003,200312,78,38,32.2,105.26,47
Fluchtunf?le,Verletzte und Get?ete,2002,Summe,628,687,,-8.59,
Fluchtunf?le,Verletzte und Get?ete,2002,200201,36,44,-7.69,-18.18,57
Fluchtunf?le,Verletzte und Get?ete,2002,200202,33,51,-8.33,-35.29,55
Fluchtunf?le,Verletzte und Get?ete,2002,200203,39,43,18.18,-9.3,55
Fluchtunf?le,Verletzte und Get?ete,2002,200204,37,68,-5.13,-45.59,52
Fluchtunf?le,Verletzte und Get?ete,2002,200205,73,67,97.3,8.96,53
Fluchtunf?le,Verletzte und Get?ete,2002,200206,74,78,1.37,-5.13,52
Fluchtunf?le,Verletzte und Get?ete,2002,200207,72,83,-2.7,-13.25,51
Fluchtunf?le,Verletzte und Get?ete,2002,200208,50,57,-30.56,-12.28,51
Fluchtunf?le,Verletzte und Get?ete,2002,200209,77,40,54,92.5,54
Fluchtunf?le,Verletzte und Get?ete,2002,200210,49,85,-36.36,-42.35,51
Fluchtunf?le,Verletzte und Get?ete,2002,200211,50,32,2.04,56.25,52
Fluchtunf?le,Verletzte und Get?ete,2002,200212,38,39,-24,-2.56,52
Fluchtunf?le,Verletzte und Get?ete,2001,Summe,687,658,,4.41,
Fluchtunf?le,Verletzte und Get?ete,2001,200101,44,34,-2.22,29.41,56
Fluchtunf?le,Verletzte und Get?ete,2001,200102,51,35,15.91,45.71,57
Fluchtunf?le,Verletzte und Get?ete,2001,200103,43,48,-15.69,-10.42,57
Fluchtunf?le,Verletzte und Get?ete,2001,200104,68,57,58.14,19.3,58
Fluchtunf?le,Verletzte und Get?ete,2001,200105,67,69,-1.47,-2.9,57
Fluchtunf?le,Verletzte und Get?ete,2001,200106,78,58,16.42,34.48,59
Fluchtunf?le,Verletzte und Get?ete,2001,200107,83,67,6.41,23.88,60
Fluchtunf?le,Verletzte und Get?ete,2001,200108,57,74,-31.33,-22.97,59
Fluchtunf?le,Verletzte und Get?ete,2001,200109,40,68,-29.82,-41.18,57
Fluchtunf?le,Verletzte und Get?ete,2001,200110,85,47,112.5,80.85,60
Fluchtunf?le,Verletzte und Get?ete,2001,200111,32,56,-62.35,-42.86,58
Fluchtunf?le,Verletzte und Get?ete,2001,200112,39,45,21.88,-13.33,57
Fluchtunf?le,Verletzte und Get?ete,2000,Summe,658,,,,
Fluchtunf?le,Verletzte und Get?ete,2000,200001,34,,,,34
Fluchtunf?le,Verletzte und Get?ete,2000,200002,35,,2.94,,35
Fluchtunf?le,Verletzte und Get?ete,2000,200003,48,,37.14,,39
Fluchtunf?le,Verletzte und Get?ete,2000,200004,57,,18.75,,44
Fluchtunf?le,Verletzte und Get?ete,2000,200005,69,,21.05,,49
Fluchtunf?le,Verletzte und Get?ete,2000,200006,58,,-15.94,,50
Fluchtunf?le,Verletzte und Get?ete,2000,200007,67,,15.52,,53
Fluchtunf?le,Verletzte und Get?ete,2000,200008,74,,10.45,,55
Fluchtunf?le,Verletzte und Get?ete,2000,200009,68,,-8.11,,57
Fluchtunf?le,Verletzte und Get?ete,2000,200010,47,,-30.88,,56
Fluchtunf?le,Verletzte und Get?ete,2000,200011,56,,19.15,,56
Fluchtunf?le,Verletzte und Get?ete,2000,200012,45,,-19.64,,55
Verkehrsunf?le,insgesamt,2021,202101,,3139,,,
Verkehrsunf?le,insgesamt,2021,202102,,3271,,,
Verkehrsunf?le,insgesamt,2021,202103,,2825,,,
Verkehrsunf?le,insgesamt,2021,202104,,2251,,,
Verkehrsunf?le,insgesamt,2021,202105,,3193,,,
Verkehrsunf?le,insgesamt,2021,202106,,3380,,,
Verkehrsunf?le,insgesamt,2021,202107,,4031,,,
Verkehrsunf?le,insgesamt,2021,202108,,3007,,,
Verkehrsunf?le,insgesamt,2021,202109,,3659,,,
Verkehrsunf?le,insgesamt,2021,202110,,3867,,,
Verkehrsunf?le,insgesamt,2021,202111,,3150,,,
Verkehrsunf?le,insgesamt,2021,202112,,2661,,,
Verkehrsunf?le,insgesamt,2020,Summe,38434,46010,,-16.47,
Verkehrsunf?le,insgesamt,2020,202001,3139,3440,-9.33,-8.75,3809
Verkehrsunf?le,insgesamt,2020,202002,3271,3442,4.21,-4.97,3795
Verkehrsunf?le,insgesamt,2020,202003,2825,3940,-13.63,-28.3,3702
Verkehrsunf?le,insgesamt,2020,202004,2251,3781,-20.32,-40.47,3574
Verkehrsunf?le,insgesamt,2020,202005,3193,4046,41.85,-21.08,3503
Verkehrsunf?le,insgesamt,2020,202006,3380,3727,5.86,-9.31,3474
Verkehrsunf?le,insgesamt,2020,202007,4031,4763,19.26,-15.37,3413
Verkehrsunf?le,insgesamt,2020,202008,3007,3214,-25.4,-6.44,3396
Verkehrsunf?le,insgesamt,2020,202009,3659,4042,21.68,-9.48,3364
Verkehrsunf?le,insgesamt,2020,202010,3867,4348,5.68,-11.06,3324
Verkehrsunf?le,insgesamt,2020,202011,3150,3805,-18.54,-17.21,3270
Verkehrsunf?le,insgesamt,2020,202012,2661,3462,-15.52,-23.14,3203
Verkehrsunf?le,insgesamt,2019,Summe,46010,46408,,-0.86,
Verkehrsunf?le,insgesamt,2019,201901,3440,3328,-3.1,3.37,3877
Verkehrsunf?le,insgesamt,2019,201902,3442,3109,0.06,10.71,3904
Verkehrsunf?le,insgesamt,2019,201903,3940,3796,14.47,3.79,3916
Verkehrsunf?le,insgesamt,2019,201904,3781,4016,-4.04,-5.85,3897
Verkehrsunf?le,insgesamt,2019,201905,4046,3953,7.01,2.35,3905
Verkehrsunf?le,insgesamt,2019,201906,3727,4284,-7.88,-13,3858
Verkehrsunf?le,insgesamt,2019,201907,4763,4547,27.8,4.75,3876
Verkehrsunf?le,insgesamt,2019,201908,3214,3206,-32.52,0.25,3877
Verkehrsunf?le,insgesamt,2019,201909,4042,4124,25.76,-1.99,3870
Verkehrsunf?le,insgesamt,2019,201910,4348,4468,7.57,-2.69,3860
Verkehrsunf?le,insgesamt,2019,201911,3805,4027,-12.49,-5.51,3842
Verkehrsunf?le,insgesamt,2019,201912,3462,3550,-9.01,-2.48,3834
Verkehrsunf?le,insgesamt,2018,Summe,46408,45454,,2.1,
Verkehrsunf?le,insgesamt,2018,201801,3328,3320,-4.75,0.24,3789
Verkehrsunf?le,insgesamt,2018,201802,3109,3223,-6.58,-3.54,3779
Verkehrsunf?le,insgesamt,2018,201803,3796,4106,22.1,-7.55,3753
Verkehrsunf?le,insgesamt,2018,201804,4016,3533,5.8,13.67,3793
Verkehrsunf?le,insgesamt,2018,201805,3953,4314,-1.57,-8.37,3763
Verkehrsunf?le,insgesamt,2018,201806,4284,3818,8.37,12.21,3802
Verkehrsunf?le,insgesamt,2018,201807,4547,4355,6.14,4.41,3818
Verkehrsunf?le,insgesamt,2018,201808,3206,3267,-29.49,-1.87,3813
Verkehrsunf?le,insgesamt,2018,201809,4124,4017,28.63,2.66,3822
Verkehrsunf?le,insgesamt,2018,201810,4468,4198,8.34,6.43,3845
Verkehrsunf?le,insgesamt,2018,201811,4027,3809,-9.87,5.72,3863
Verkehrsunf?le,insgesamt,2018,201812,3550,3494,-11.85,1.6,3867
Verkehrsunf?le,insgesamt,2017,Summe,45454,46797,,-2.87,
Verkehrsunf?le,insgesamt,2017,201701,3320,3297,-10.27,0.7,3902
Verkehrsunf?le,insgesamt,2017,201702,3223,3383,-2.92,-4.73,3888
Verkehrsunf?le,insgesamt,2017,201703,4106,3653,27.4,12.4,3926
Verkehrsunf?le,insgesamt,2017,201704,3533,4209,-13.96,-16.06,3870
Verkehrsunf?le,insgesamt,2017,201705,4314,3833,22.11,12.55,3910
Verkehrsunf?le,insgesamt,2017,201706,3818,4260,-11.5,-10.38,3873
Verkehrsunf?le,insgesamt,2017,201707,4355,4478,14.06,-2.75,3863
Verkehrsunf?le,insgesamt,2017,201708,3267,3400,-24.98,-3.91,3852
Verkehrsunf?le,insgesamt,2017,201709,4017,4289,22.96,-6.34,3829
Verkehrsunf?le,insgesamt,2017,201710,4198,4297,4.51,-2.3,3821
Verkehrsunf?le,insgesamt,2017,201711,3809,3998,-9.27,-4.73,3805
Verkehrsunf?le,insgesamt,2017,201712,3494,3700,-8.27,-5.57,3788
Verkehrsunf?le,insgesamt,2016,Summe,46797,46635,,0.35,
Verkehrsunf?le,insgesamt,2016,201601,3297,3326,-14.63,-0.87,3884
Verkehrsunf?le,insgesamt,2016,201602,3383,3090,2.61,9.48,3908
Verkehrsunf?le,insgesamt,2016,201603,3653,3888,7.98,-6.04,3889
Verkehrsunf?le,insgesamt,2016,201604,4209,4022,15.22,4.65,3904
Verkehrsunf?le,insgesamt,2016,201605,3833,3915,-8.93,-2.09,3897
Verkehrsunf?le,insgesamt,2016,201606,4260,3898,11.14,9.29,3928
Verkehrsunf?le,insgesamt,2016,201607,4478,4729,5.12,-5.31,3907
Verkehrsunf?le,insgesamt,2016,201608,3400,3431,-24.07,-0.9,3904
Verkehrsunf?le,insgesamt,2016,201609,4289,4015,26.15,6.82,3927
Verkehrsunf?le,insgesamt,2016,201610,4297,4467,0.19,-3.81,3913
Verkehrsunf?le,insgesamt,2016,201611,3998,3992,-6.96,0.15,3913
Verkehrsunf?le,insgesamt,2016,201612,3700,3862,-7.45,-4.19,3900
Verkehrsunf?le,insgesamt,2015,Summe,46635,46804,,-0.36,
Verkehrsunf?le,insgesamt,2015,201501,3326,3410,-15.13,-2.46,3893
Verkehrsunf?le,insgesamt,2015,201502,3090,3315,-7.1,-6.79,3875
Verkehrsunf?le,insgesamt,2015,201503,3888,4027,25.83,-3.45,3863
Verkehrsunf?le,insgesamt,2015,201504,4022,3840,3.45,4.74,3878
Verkehrsunf?le,insgesamt,2015,201505,3915,4346,-2.66,-9.92,3842
Verkehrsunf?le,insgesamt,2015,201506,3898,3833,-0.43,1.7,3848
Verkehrsunf?le,insgesamt,2015,201507,4729,4443,21.32,6.44,3872
Verkehrsunf?le,insgesamt,2015,201508,3431,3379,-27.45,1.54,3876
Verkehrsunf?le,insgesamt,2015,201509,4015,4137,17.02,-2.95,3866
Verkehrsunf?le,insgesamt,2015,201510,4467,4251,11.26,5.08,3884
Verkehrsunf?le,insgesamt,2015,201511,3992,3904,-10.63,2.25,3891
Verkehrsunf?le,insgesamt,2015,201512,3862,3919,-3.26,-1.45,3886
Verkehrsunf?le,insgesamt,2014,Summe,46804,46988,,-0.39,
Verkehrsunf?le,insgesamt,2014,201401,3410,3316,-9.4,2.83,3924
Verkehrsunf?le,insgesamt,2014,201402,3315,3467,-2.79,-4.38,3911
Verkehrsunf?le,insgesamt,2014,201403,4027,3712,21.48,8.49,3937
Verkehrsunf?le,insgesamt,2014,201404,3840,4008,-4.64,-4.19,3923
Verkehrsunf?le,insgesamt,2014,201405,4346,3703,13.18,17.36,3977
Verkehrsunf?le,insgesamt,2014,201406,3833,4284,-11.8,-10.53,3939
Verkehrsunf?le,insgesamt,2014,201407,4443,4641,15.91,-4.27,3923
Verkehrsunf?le,insgesamt,2014,201408,3379,3387,-23.95,-0.24,3922
Verkehrsunf?le,insgesamt,2014,201409,4137,4130,22.43,0.17,3923
Verkehrsunf?le,insgesamt,2014,201410,4251,4533,2.76,-6.22,3899
Verkehrsunf?le,insgesamt,2014,201411,3904,4043,-8.16,-3.44,3887
Verkehrsunf?le,insgesamt,2014,201412,3919,3764,0.38,4.12,3900
Verkehrsunf?le,insgesamt,2013,Summe,46988,44891,,4.67,
Verkehrsunf?le,insgesamt,2013,201301,3316,3176,-2.33,4.41,3753
Verkehrsunf?le,insgesamt,2013,201302,3467,3102,4.55,11.77,3783
Verkehrsunf?le,insgesamt,2013,201303,3712,3739,7.07,-0.72,3781
Verkehrsunf?le,insgesamt,2013,201304,4008,3667,7.97,9.3,3809
Verkehrsunf?le,insgesamt,2013,201305,3703,4114,-7.61,-9.99,3775
Verkehrsunf?le,insgesamt,2013,201306,4284,4018,15.69,6.62,3797
Verkehrsunf?le,insgesamt,2013,201307,4641,4281,8.33,8.41,3827
Verkehrsunf?le,insgesamt,2013,201308,3387,3452,-27.02,-1.88,3822
Verkehrsunf?le,insgesamt,2013,201309,4130,3962,21.94,4.24,3836
Verkehrsunf?le,insgesamt,2013,201310,4533,4146,9.76,9.33,3868
Verkehrsunf?le,insgesamt,2013,201311,4043,3839,-10.81,5.31,3885
Verkehrsunf?le,insgesamt,2013,201312,3764,3395,-6.9,10.87,3916
Verkehrsunf?le,insgesamt,2012,Summe,44891,42114,,6.59,
Verkehrsunf?le,insgesamt,2012,201201,3176,2775,-9.41,14.45,3543
Verkehrsunf?le,insgesamt,2012,201202,3102,2903,-2.33,6.85,3560
Verkehrsunf?le,insgesamt,2012,201203,3739,3523,20.54,6.13,3578
Verkehrsunf?le,insgesamt,2012,201204,3667,3529,-1.93,3.91,3589
Verkehrsunf?le,insgesamt,2012,201205,4114,4143,12.19,-0.7,3587
Verkehrsunf?le,insgesamt,2012,201206,4018,3212,-2.33,25.09,3654
Verkehrsunf?le,insgesamt,2012,201207,4281,4074,6.55,5.08,3671
Verkehrsunf?le,insgesamt,2012,201208,3452,3322,-19.36,3.91,3682
Verkehrsunf?le,insgesamt,2012,201209,3962,3730,14.77,6.22,3701
Verkehrsunf?le,insgesamt,2012,201210,4146,3830,4.64,8.25,3728
Verkehrsunf?le,insgesamt,2012,201211,3839,3567,-7.4,7.63,3750
Verkehrsunf?le,insgesamt,2012,201212,3395,3506,-11.57,-3.17,3741
Verkehrsunf?le,insgesamt,2011,Summe,42114,37884,,11.17,
Verkehrsunf?le,insgesamt,2011,201101,2775,2346,-18.69,18.29,3193
Verkehrsunf?le,insgesamt,2011,201102,2903,2539,4.61,14.34,3223
Verkehrsunf?le,insgesamt,2011,201103,3523,3309,21.36,6.47,3241
Verkehrsunf?le,insgesamt,2011,201104,3529,3202,0.17,10.21,3268
Verkehrsunf?le,insgesamt,2011,201105,4143,2974,17.4,39.31,3366
Verkehrsunf?le,insgesamt,2011,201106,3212,3193,-22.47,0.6,3367
Verkehrsunf?le,insgesamt,2011,201107,4074,3712,26.84,9.75,3397
Verkehrsunf?le,insgesamt,2011,201108,3322,2843,-18.46,16.85,3437
Verkehrsunf?le,insgesamt,2011,201109,3730,3524,12.28,5.85,3454
Verkehrsunf?le,insgesamt,2011,201110,3830,3500,2.68,9.43,3482
Verkehrsunf?le,insgesamt,2011,201111,3567,3329,-6.87,7.15,3502
Verkehrsunf?le,insgesamt,2011,201112,3506,3413,-1.71,2.72,3510
Verkehrsunf?le,insgesamt,2010,Summe,37884,37461,,1.13,
Verkehrsunf?le,insgesamt,2010,201001,2346,2482,-26.73,-5.48,3110
Verkehrsunf?le,insgesamt,2010,201002,2539,3480,8.23,-27.04,3032
Verkehrsunf?le,insgesamt,2010,201003,3309,2744,30.33,20.59,3079
Verkehrsunf?le,insgesamt,2010,201004,3202,2953,-3.23,8.43,3100
Verkehrsunf?le,insgesamt,2010,201005,2974,3240,-7.12,-8.21,3078
Verkehrsunf?le,insgesamt,2010,201006,3193,2876,7.36,11.02,3104
Verkehrsunf?le,insgesamt,2010,201007,3712,3622,16.25,2.48,3112
Verkehrsunf?le,insgesamt,2010,201008,2843,2749,-23.41,3.42,3119
Verkehrsunf?le,insgesamt,2010,201009,3524,3252,23.95,8.36,3142
Verkehrsunf?le,insgesamt,2010,201010,3500,3567,-0.68,-1.88,3137
Verkehrsunf?le,insgesamt,2010,201011,3329,3294,-4.89,1.06,3139
Verkehrsunf?le,insgesamt,2010,201012,3413,3202,2.52,6.59,3157
Verkehrsunf?le,insgesamt,2009,Summe,37461,38362,,-2.35,
Verkehrsunf?le,insgesamt,2009,200901,2482,2945,-14.06,-15.72,3158
Verkehrsunf?le,insgesamt,2009,200902,3480,3171,40.21,9.74,3184
Verkehrsunf?le,insgesamt,2009,200903,2744,2910,-21.15,-5.7,3170
Verkehrsunf?le,insgesamt,2009,200904,2953,3339,7.62,-11.56,3138
Verkehrsunf?le,insgesamt,2009,200905,3240,3428,9.72,-5.48,3122
Verkehrsunf?le,insgesamt,2009,200906,2876,3374,-11.23,-14.76,3081
Verkehrsunf?le,insgesamt,2009,200907,3622,3500,25.94,3.49,3091
Verkehrsunf?le,insgesamt,2009,200908,2749,2870,-24.1,-4.22,3081
Verkehrsunf?le,insgesamt,2009,200909,3252,3271,18.3,-0.58,3079
Verkehrsunf?le,insgesamt,2009,200910,3567,3683,9.69,-3.15,3070
Verkehrsunf?le,insgesamt,2009,200911,3294,2983,-7.65,10.43,3096
Verkehrsunf?le,insgesamt,2009,200912,3202,2888,-2.79,10.87,3122
Verkehrsunf?le,insgesamt,2008,Summe,38362,38562,,-0.52,
Verkehrsunf?le,insgesamt,2008,200801,2945,2735,-7.51,7.68,3231
Verkehrsunf?le,insgesamt,2008,200802,3171,2643,7.67,19.98,3275
Verkehrsunf?le,insgesamt,2008,200803,2910,2836,-8.23,2.61,3281
Verkehrsunf?le,insgesamt,2008,200804,3339,3292,14.74,1.43,3285
Verkehrsunf?le,insgesamt,2008,200805,3428,3529,2.67,-2.86,3277
Verkehrsunf?le,insgesamt,2008,200806,3374,3225,-1.58,4.62,3289
Verkehrsunf?le,insgesamt,2008,200807,3500,3622,3.73,-3.37,3279
Verkehrsunf?le,insgesamt,2008,200808,2870,2943,-18,-2.48,3273
Verkehrsunf?le,insgesamt,2008,200809,3271,3414,13.97,-4.19,3261
Verkehrsunf?le,insgesamt,2008,200810,3683,3695,12.6,-0.32,3260
Verkehrsunf?le,insgesamt,2008,200811,2983,3444,-19.01,-13.39,3222
Verkehrsunf?le,insgesamt,2008,200812,2888,3184,-3.18,-9.3,3197
Verkehrsunf?le,insgesamt,2007,Summe,38562,38333,,0.6,
Verkehrsunf?le,insgesamt,2007,200701,2735,2893,-20.01,-5.46,3181
Verkehrsunf?le,insgesamt,2007,200702,2643,2901,-3.36,-8.89,3160
Verkehrsunf?le,insgesamt,2007,200703,2836,4165,7.3,-31.91,3049
Verkehrsunf?le,insgesamt,2007,200704,3292,2874,16.08,14.54,3084
Verkehrsunf?le,insgesamt,2007,200705,3529,3032,7.2,16.39,3125
Verkehrsunf?le,insgesamt,2007,200706,3225,2853,-8.61,13.04,3156
Verkehrsunf?le,insgesamt,2007,200707,3622,3611,12.31,0.3,3157
Verkehrsunf?le,insgesamt,2007,200708,2943,2993,-18.75,-1.67,3153
Verkehrsunf?le,insgesamt,2007,200709,3414,3233,16,5.6,3168
Verkehrsunf?le,insgesamt,2007,200710,3695,3286,8.23,12.45,3202
Verkehrsunf?le,insgesamt,2007,200711,3444,3073,-6.79,12.07,3233
Verkehrsunf?le,insgesamt,2007,200712,3184,3419,-7.55,-6.87,3214
Verkehrsunf?le,insgesamt,2006,Summe,38333,40723,,-5.87,
Verkehrsunf?le,insgesamt,2006,200601,2893,2788,-18.48,3.77,3402
Verkehrsunf?le,insgesamt,2006,200602,2901,3461,0.28,-16.18,3356
Verkehrsunf?le,insgesamt,2006,200603,4165,3560,43.57,16.99,3406
Verkehrsunf?le,insgesamt,2006,200604,2874,3320,-31,-13.43,3369
Verkehrsunf?le,insgesamt,2006,200605,3032,3321,5.5,-8.7,3345
Verkehrsunf?le,insgesamt,2006,200606,2853,3499,-5.9,-18.46,3291
Verkehrsunf?le,insgesamt,2006,200607,3611,3631,26.57,-0.55,3289
Verkehrsunf?le,insgesamt,2006,200608,2993,2965,-17.11,0.94,3292
Verkehrsunf?le,insgesamt,2006,200609,3233,3921,8.02,-17.55,3234
Verkehrsunf?le,insgesamt,2006,200610,3286,3503,1.64,-6.19,3216
Verkehrsunf?le,insgesamt,2006,200611,3073,3205,-6.48,-4.12,3205
Verkehrsunf?le,insgesamt,2006,200612,3419,3549,11.26,-3.66,3194
Verkehrsunf?le,insgesamt,2005,Summe,40723,40064,,1.64,
Verkehrsunf?le,insgesamt,2005,200501,2788,2969,-26.48,-6.1,3324
Verkehrsunf?le,insgesamt,2005,200502,3461,2728,24.14,26.87,3385
Verkehrsunf?le,insgesamt,2005,200503,3560,3271,2.86,8.84,3409
Verkehrsunf?le,insgesamt,2005,200504,3320,3183,-6.74,4.3,3420
Verkehrsunf?le,insgesamt,2005,200505,3321,3378,0.03,-1.69,3415
Verkehrsunf?le,insgesamt,2005,200506,3499,3229,5.36,8.36,3438
Verkehrsunf?le,insgesamt,2005,200507,3631,3760,3.77,-3.43,3427
Verkehrsunf?le,insgesamt,2005,200508,2965,2926,-18.34,1.33,3430
Verkehrsunf?le,insgesamt,2005,200509,3921,3663,32.24,7.04,3452
Verkehrsunf?le,insgesamt,2005,200510,3503,3716,-10.66,-5.73,3434
Verkehrsunf?le,insgesamt,2005,200511,3205,3449,-8.51,-7.07,3414
Verkehrsunf?le,insgesamt,2005,200512,3549,3792,10.73,-6.41,3394
Verkehrsunf?le,insgesamt,2004,Summe,40064,38635,,3.7,
Verkehrsunf?le,insgesamt,2004,200401,2969,3073,-15.82,-3.38,3211
Verkehrsunf?le,insgesamt,2004,200402,2728,2968,-8.12,-8.09,3191
Verkehrsunf?le,insgesamt,2004,200403,3271,3060,19.9,6.9,3209
Verkehrsunf?le,insgesamt,2004,200404,3183,3106,-2.69,2.48,3215
Verkehrsunf?le,insgesamt,2004,200405,3378,3255,6.13,3.78,3225
Verkehrsunf?le,insgesamt,2004,200406,3229,3139,-4.41,2.87,3233
Verkehrsunf?le,insgesamt,2004,200407,3760,3321,16.44,13.22,3269
Verkehrsunf?le,insgesamt,2004,200408,2926,2837,-22.18,3.14,3277
Verkehrsunf?le,insgesamt,2004,200409,3663,3393,25.19,7.96,3299
Verkehrsunf?le,insgesamt,2004,200410,3716,3631,1.45,2.34,3306
Verkehrsunf?le,insgesamt,2004,200411,3449,3325,-7.19,3.73,3317
Verkehrsunf?le,insgesamt,2004,200412,3792,3527,9.94,7.51,3339
Verkehrsunf?le,insgesamt,2003,Summe,38635,40608,,-4.86,
Verkehrsunf?le,insgesamt,2003,200301,3073,3063,1.65,0.33,3385
Verkehrsunf?le,insgesamt,2003,200302,2968,2892,-3.42,2.63,3391
Verkehrsunf?le,insgesamt,2003,200303,3060,3380,3.1,-9.47,3365
Verkehrsunf?le,insgesamt,2003,200304,3106,3142,1.5,-1.15,3362
Verkehrsunf?le,insgesamt,2003,200305,3255,3731,4.8,-12.76,3322
Verkehrsunf?le,insgesamt,2003,200306,3139,3586,-3.56,-12.47,3285
Verkehrsunf?le,insgesamt,2003,200307,3321,3960,5.8,-16.14,3231
Verkehrsunf?le,insgesamt,2003,200308,2837,3007,-14.57,-5.65,3217
Verkehrsunf?le,insgesamt,2003,200309,3393,3436,19.6,-1.25,3214
Verkehrsunf?le,insgesamt,2003,200310,3631,3859,7.01,-5.91,3195
Verkehrsunf?le,insgesamt,2003,200311,3325,3529,-8.43,-5.78,3178
Verkehrsunf?le,insgesamt,2003,200312,3527,3023,6.08,16.67,3220
Verkehrsunf?le,insgesamt,2002,Summe,40608,45713,,-11.17,
Verkehrsunf?le,insgesamt,2002,200201,3063,3348,-23.21,-8.51,3786
Verkehrsunf?le,insgesamt,2002,200202,2892,3148,-5.58,-8.13,3764
Verkehrsunf?le,insgesamt,2002,200203,3380,3970,16.87,-14.86,3715
Verkehrsunf?le,insgesamt,2002,200204,3142,3565,-7.04,-11.87,3680
Verkehrsunf?le,insgesamt,2002,200205,3731,4128,18.75,-9.62,3647
Verkehrsunf?le,insgesamt,2002,200206,3586,3715,-3.89,-3.47,3636
Verkehrsunf?le,insgesamt,2002,200207,3960,4288,10.43,-7.65,3609
Verkehrsunf?le,insgesamt,2002,200208,3007,3351,-24.07,-10.27,3580
Verkehrsunf?le,insgesamt,2002,200209,3436,3939,14.27,-12.77,3538
Verkehrsunf?le,insgesamt,2002,200210,3859,4250,12.31,-9.2,3506
Verkehrsunf?le,insgesamt,2002,200211,3529,4022,-8.55,-12.26,3465
Verkehrsunf?le,insgesamt,2002,200212,3023,3989,-14.34,-24.22,3384
Verkehrsunf?le,insgesamt,2001,Summe,45713,44494,,2.74,
Verkehrsunf?le,insgesamt,2001,200101,3348,3448,-11.64,-2.9,3700
Verkehrsunf?le,insgesamt,2001,200102,3148,3181,-5.97,-1.04,3697
Verkehrsunf?le,insgesamt,2001,200103,3970,3783,26.11,4.94,3712
Verkehrsunf?le,insgesamt,2001,200104,3565,3317,-10.2,7.48,3733
Verkehrsunf?le,insgesamt,2001,200105,4128,4123,15.79,0.12,3733
Verkehrsunf?le,insgesamt,2001,200106,3715,3329,-10,11.6,3766
Verkehrsunf?le,insgesamt,2001,200107,4288,4282,15.42,0.14,3766
Verkehrsunf?le,insgesamt,2001,200108,3351,3387,-21.85,-1.06,3763
Verkehrsunf?le,insgesamt,2001,200109,3939,3807,17.55,3.47,3774
Verkehrsunf?le,insgesamt,2001,200110,4250,4117,7.9,3.23,3785
Verkehrsunf?le,insgesamt,2001,200111,4022,3931,-5.36,2.31,3793
Verkehrsunf?le,insgesamt,2001,200112,3989,3789,-0.82,5.28,3809
Verkehrsunf?le,insgesamt,2000,Summe,44494,,,,
Verkehrsunf?le,insgesamt,2000,200001,3448,,,,3448
Verkehrsunf?le,insgesamt,2000,200002,3181,,-7.74,,3315
Verkehrsunf?le,insgesamt,2000,200003,3783,,18.92,,3471
Verkehrsunf?le,insgesamt,2000,200004,3317,,-12.32,,3432
Verkehrsunf?le,insgesamt,2000,200005,4123,,24.3,,3570
Verkehrsunf?le,insgesamt,2000,200006,3329,,-19.26,,3530
